age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
70,"Woman","Yorkshire and the Humber","Remain","19","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
68,"Woman","Yorkshire and the Humber","Remain","17-18","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
72,"Man","Yorkshire and the Humber","Remain","20+","Retired","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
44,"Man","Yorkshire and the Humber","Remain","17-18","Working part time (8-29 hours a week)","Self-employed","Other","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
59,"Woman","Yorkshire and the Humber","Remain","17-18","Working part time (8-29 hours a week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",9,"a Remainer"
31,"Man","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
65,"Woman","Yorkshire and the Humber","Remain","19","Other","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
26,"Woman","Yorkshire and the Humber","Remain","19","Other","Skipped","Have never worked","Very negative effect","Very negative effect","Don't know",5,"a Remainer"
21,"Woman","Yorkshire and the Humber","Remain","Still at school/Full time student","Full time student","Skipped","Have never worked","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
22,"Woman","Yorkshire and the Humber","Remain","20+","Other","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",5,"Don’t know"
24,"Woman","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
51,"Woman","Yorkshire and the Humber","Remain","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Very badly",1,"Neither a Leaver nor a Remainer"
33,"Woman","Yorkshire and the Humber","Remain","17-18","Other","Other","Other","Very negative effect","Very positive effect","Don't know",10,"Don’t know"
39,"Man","Yorkshire and the Humber","Remain","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",4,"Neither a Leaver nor a Remainer"
54,"Woman","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
53,"Woman","Yorkshire and the Humber","Remain","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
38,"Man","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very negative effect","Very badly",3,"a Remainer"
35,"Woman","Yorkshire and the Humber","Remain","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
34,"Woman","Yorkshire and the Humber","Remain","98","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
59,"Woman","Yorkshire and the Humber","Remain","15 or under","Working part time (Less than 8 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Don't know","Don't know","Don't know",5,"a Leaver"
47,"Woman","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
33,"Man","Yorkshire and the Humber","Remain","16","Working full time (30 or more hours per week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
31,"Woman","Yorkshire and the Humber","Remain","20+","Not working","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Fairly badly",1,"a Remainer"
43,"Woman","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat negative effect","Very badly",3,"a Remainer"
38,"Woman","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
32,"Man","Yorkshire and the Humber","Remain","16","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
