age,sex,region,EURef2016,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
41,"Man","East of England","Did not vote","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Neither positive nor negative","Neither positive nor negative","Fairly badly",6,"Neither a Leaver nor a Remainer"
76,"Man","South West","Remain","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
62,"Woman","London","Remain","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
68,"Man","West Midlands","Leave","Working full time (30 or more hours per week)","Self-employed","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Leaver"
49,"Woman","South West","Remain","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
85,"Woman","East of England","Leave","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",7,"a Leaver"
74,"Woman","North East","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Neither positive nor negative","Very badly",6,"a Leaver"
60,"Woman","East Midlands","Remain","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
52,"Man","Yorkshire and the Humber","Leave","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Don't know","Very badly",5,"Neither a Leaver nor a Remainer"
39,"Woman","London","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Don't know","Very badly",7,"Neither a Leaver nor a Remainer"
58,"Man","South East","Did not vote","Not working","Other","Other","Don't know","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
55,"Man","West Midlands","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very negative effect","Neither positive nor negative","Very badly",6,"a Remainer"
54,"Woman","South East","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
34,"Man","East of England","Remain","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",10,"a Remainer"
46,"Man","North West","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Neither positive nor negative","Fairly badly",3,"a Remainer"
31,"Woman","East of England","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
41,"Woman","South West","Remain","Working part time (Less than 8 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
31,"Woman","South East","Remain","Working full time (30 or more hours per week)","Charity/voluntary sector","Other","Very negative effect","Very negative effect","Fairly well",0,"a Remainer"
66,"Woman","Scotland","Leave","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",5,"a Leaver"
33,"Woman","East Midlands","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat positive effect","Very badly",7,"a Leaver"
58,"Man","South West","Cannot remember","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Neither positive nor negative","Fairly badly",3,"Neither a Leaver nor a Remainer"
53,"Woman","South East","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Leaver"
72,"Man","South East","Leave","Retired","Other public sector employer (e.g. Central Government)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Very badly",5,"Neither a Leaver nor a Remainer"
62,"Man","Yorkshire and the Humber","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
53,"Man","London","Remain","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
