age,sex,region,GEvote2015,EURef2016,political_attention,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,newspaper_readership,Govthand,Tradeimmig,BrexitID
36,"Man","London","Conservative","Leave",9,"£70,000 to £99,999 per year","£150,000 and over","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat positive effect","The Times","Fairly well",7,"a Leaver"
54,"Woman","London","DK or did not vote","Leave",8,"£15,000 to £19,999 per year","£45,000 to £49,999 per year","20+","GCE A level or Higher Certificate","AB","Working full time (30 or more hours per week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Other Newspaper","Fairly well",9,"a Leaver"
71,"Woman","London","Labour","Leave",7,"under £5,000 per year","£15,000 to £19,999 per year","19","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C1","Retired","Nationalised industry or public corporation (e.g. Post Office)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Neither positive nor negative","Neither positive nor negative","The Daily Mail / The Scottish Daily Mail","Fairly well",5,"a Leaver"
67,"Man","Yorkshire and the Humber","Conservative","Leave",5,"Prefer not to answer","Prefer not to answer","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","D","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Don't know","The Daily Mail / The Scottish Daily Mail","Fairly well",5,"a Leaver"
62,"Man","South West","DK or did not vote","Leave",7,"Prefer not to answer","Prefer not to answer","16","Other technical, professional or higher qualification","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Very positive effect","Very positive effect","None","Don't know",5,"a Leaver"
46,"Woman","East of England","UKIP","Leave",6,"Don't know","Don't know","15 or under","CSE grades 2-5","C2","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","None","Fairly well",8,"a Leaver"
51,"Man","East Midlands","Conservative","Remain",1,"£35,000 to £39,999 per year","£40,000 to £44,999 per year","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Neither positive nor negative","Neither positive nor negative","The Times","Fairly well",5,"Neither a Leaver nor a Remainer"
66,"Man","East of England","Conservative","Leave",6,"£25,000 to £29,999 per year","£25,000 to £29,999 per year","16","ONC","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Very positive effect","The Sun","Fairly well",10,"a Leaver"
77,"Man","East Midlands","Conservative","Leave",8,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","The Daily Telegraph","Don't know",6,"a Leaver"
38,"Man","West Midlands","Conservative","Remain",7,"£45,000 to £49,999 per year","£70,000 to £99,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don’t know","Somewhat positive effect","Somewhat negative effect","None","Fairly well",8,"Neither a Leaver nor a Remainer"
58,"Man","East of England","UKIP","Leave",4,"£20,000 to £24,999 per year","£45,000 to £49,999 per year","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","The Daily Mail / The Scottish Daily Mail","Fairly badly",0,"a Leaver"
59,"Woman","Yorkshire and the Humber","Labour","Remain",9,"Don't know","under £5,000 per year","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Neither positive nor negative","None","Very badly",0,"a Remainer"
56,"Woman","South West","Labour","Leave",6,"£30,000 to £34,999 per year","£60,000 to £69,999 per year","17-18","GCE A level or Higher Certificate","AB","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don’t know","Somewhat positive effect","Don't know","None","Fairly badly",5,"a Leaver"
61,"Woman","North West","Conservative","Leave",3,"£5,000 to £9,999 per year","£10,000 to £14,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat positive effect","None","Fairly well",4,"a Leaver"
52,"Woman","South West","Labour","Remain",10,"Prefer not to answer","Prefer not to answer","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Working part time (Less than 8 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","The Guardian","Don't know",1,"a Remainer"
50,"Woman","East of England","Labour","Remain",8,"£5,000 to £9,999 per year","£5,000 to £9,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","None","Fairly badly",5,"Neither a Leaver nor a Remainer"
66,"Woman","East of England","Labour","Leave",6,"£20,000 to £24,999 per year","£30,000 to £34,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","The Express","Fairly well",8,"a Leaver"
63,"Man","North West","Green","Remain",5,"£30,000 to £34,999 per year","£40,000 to £44,999 per year","17-18","City & Guilds certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","None","Very badly",5,"Neither a Leaver nor a Remainer"
33,"Woman","East Midlands","Green","Remain",7,"under £5,000 per year","£60,000 to £69,999 per year","17-18","GCE A level or Higher Certificate","C1","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Neither positive nor negative","The Guardian","Don't know",1,"Neither a Leaver nor a Remainer"
60,"Man","North West","UKIP","Leave",7,"£25,000 to £29,999 per year","£25,000 to £29,999 per year","17-18","GCE A level or Higher Certificate","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","The Daily Mail / The Scottish Daily Mail","Fairly badly",10,"a Leaver"
57,"Woman","South West","Labour","Remain",7,"under £5,000 per year","£20,000 to £24,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Very negative effect","The Mirror / Daily Record","Very badly",0,"a Remainer"
50,"Woman","South West","Conservative","Remain",6,"£5,000 to £9,999 per year","Prefer not to answer","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Neither positive nor negative","The Daily Mail / The Scottish Daily Mail","Don't know",3,"a Remainer"
41,"Woman","Yorkshire and the Humber","DK or did not vote","Remain",7,"Prefer not to answer","Prefer not to answer","20+","Other technical, professional or higher qualification","AB","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","The Guardian","Don't know",7,"a Remainer"
